chapter	section	greek	english	src_idx	tgt_idx	score
5	7	καὶ	and	22	42	0.6395
5	7	ἀπαγγελίαν	narrative	23	44	0.6219
5	7	εἶναι	it	24	35	0.4534
5	7	ταύτῃ	it	25	30	0.5452
5	7	διαφέρουσιν	differs	26	28	0.6747
5	8	ἔτι	length—which	0	4	0.4461
5	8	δὲ	and	1	0	0.7316
5	8	τῷ	its	2	3	0.6711
5	8	μήκει	in	3	2	0.6224
5	8	ὅτι	to	6	7	0.5197
5	8	μάλιστα	possible	7	24	0.4302
5	8	πειρᾶται	endeavours	8	18	0.6266
5	8	ὑπὸ	within	9	25	0.5729
5	8	μίαν	a	10	26	0.592
5	8	περίοδον	circuit	11	28	0.619
5	8	ἡλίου	sun	12	31	0.5791
5	8	εἶναι	having	13	10	0.4861
5	8	ἢ	or	14	32	0.5545
5	8	μικρὸν	fixed	15	12	0.4769
5	8	ἐξαλλάττειν	to	16	19	0.4259
5	8	δὲ	whereas	18	16	0.4437
5	8	ἐποποιία	Tragedy	19	17	0.4819
5	8	ἀόριστος	single	20	27	0.4947
5	8	τῷ	the	21	30	0.4652
5	8	χρόνῳ	time	22	15	0.5021
5	8	τούῳ	that	24	35	0.6989
5	8	διαφέρει	near	25	34	0.4405
5	9	καίτοι	This	0	0	0.4593
5	9	τὸ	at	1	11	0.5043
5	9	πρῶτον	first	2	12	0.6007
5	9	ὁμοίως	same	3	21	0.5558
5	9	ἐν	in	4	22	0.6385
5	9	ταῖς	the	5	13	0.4189
5	9	τραγῳδίαις	tragedies	6	23	0.731
5	9	τοῦτο	the	7	20	0.5335
5	9	ἐποίουν	was	8	18	0.5518
5	9	καὶ	as	9	24	0.5781
5	9	ἐν	in	10	25	0.6893
5	9	τοῖς	epic	11	26	0.4601
5	9	ἔπεσιν	poems	12	27	0.5918
6	10	οἷς	them	0	2	0.5164
6	10	γὰρ	of	2	1	0.4102
6	10	μιμοῦνται	arising	3	3	0.5471
6	10	δύο	two	4	0	0.6885
6	10	μέρη	means	5	6	0.5529
6	10	ὡς	one	7	7	0.474
6	10	δὲ	from	8	8	0.4361
6	10	μιμοῦνται	manner	9	10	0.4536
6	10	δὲ	and	12	11	0.5324
6	10	μιμοῦνται	imitation	13	19	0.5156
6	10	τρία	three	14	12	0.5932
6	10	καὶ	and	15	20	0.6303
6	10	παρὰ	besides	16	25	0.6031
6	10	ταῦτα	these	17	26	0.7567
6	10	οὐδέν	nothing	18	23	0.7208
6	11	τούτοις	these	0	1	0.7133
6	11	οὖν	then	2	5	0.6256
6	11	οὐκ	not	3	6	0.7572
6	11	ὀλίγοι	few	4	8	0.7295
6	11	αὐτῶν	of	5	9	0.5244
6	11	ὡς	as	6	16	0.5125
6	11	εἰπεῖν	say	7	21	0.5042
6	11	κέχρηνται	made	8	13	0.5947
6	11	τοῖς	the	9	10	0.5297
6	11	εἴδεσιν	elements	10	4	0.5509
6	11	ὄψεις	admits	13	22	0.402
6	11	πᾶν	every	15	17	0.5131
6	11	ἦθος	Character	17	25	0.4888
6	11	μῦθον	Fable	19	26	0.4885
6	11	λέξιν	Diction	21	27	0.6484
6	11	μέλος	Melody	23	28	0.5938
6	11	καὶ	and	24	29	0.7943
6	11	διάνοιαν	Thought	25	30	0.7303
6	12	μέγιστον	most	0	2	0.7521
6	12	δὲ	The	1	1	0.586
6	12	τούτων	the	2	5	0.6932
6	12	ἐστὶν	is	3	7	0.7269
6	12	ἡ	the	4	8	0.7033
6	12	τῶν	the	5	14	0.6764
6	12	πραγμάτων	incidents	6	12	0.6681
6	12	σύστασις	combination	7	9	0.5768
6	12	ἡ	the	8	11	0.4612
6	12	γὰρ	essentially	9	18	0.4925
6	12	τραγῳδία	Tragedy	10	16	0.6974
6	12	μίμησίς	imitation	11	20	0.7907
6	12	ἐστιν	is	12	17	0.7885
6	12	οὐκ	not	13	21	0.8055
6	12	ἀνθρώπων	persons	14	23	0.7907
6	12	ἀλλὰ	but	15	24	0.8487
6	12	πράξεως	action	16	26	0.6803
6	12	καὶ	and	17	27	0.7018
6	12	βίου	life	18	28	0.7155
6	12	καὶ	and	19	31	0.6584
6	12	εὐδαιμονίας	misery	20	32	0.6563
6	12	ἡ	happiness	22	35	0.4007
6	12	κακοδαιμονία	misery	23	37	0.6222
6	12	ἐν	of	24	29	0.4345
6	12	πράξει	of	25	41	0.4712
6	12	ἐστίν	takes	26	38	0.5429
6	12	τὸ	the	28	43	0.6633
6	12	τέλος	end	29	44	0.7139
6	12	πρᾶξίς	action	30	42	0.6589
6	12	τις	kind	31	52	0.5391
6	12	ἐστίν	is	32	49	0.6729
6	12	οὐ	not	33	55	0.6774
6	12	ποιότης	quality	34	57	0.6423
6	12	δὲ	All	36	33	0.4201
6	12	μὲν	a	38	50	0.4258
6	12	τὰ	the	39	39	0.5195
6	12	ἤθη	form	40	40	0.4177
6	12	ποιοί	of	41	53	0.5119
6	12	τινες	certain	42	51	0.6682
6	12	κατὰ	for	43	45	0.5532
6	12	τὰς	which	45	46	0.4609
6	12	πράξεις	activity	46	54	0.639
6	12	ἢ	or	48	36	0.411
6	12	τοὐναντίον	a	49	56	0.4628
6	13	οὔκουν	not	0	25	0.5201
6	13	ὅπως	order	1	28	0.4926
6	13	τὰ	our	2	8	0.4294
6	13	ἤθη	qualities	3	3	0.5256
6	13	μιμήσωνται	gives	4	1	0.4751
6	13	πράττουσιν	do	5	11	0.5679
6	13	ἀλλὰ	but	6	4	0.5235
6	13	τὰ	the	7	35	0.4245
6	13	ἤθη	play	8	21	0.4039
6	13	συμπεριλαμβάνουσιν	include	9	34	0.5657
6	13	διὰ	for	10	37	0.5241
6	13	τὰς	the	11	41	0.6025
6	13	πράξεις	action	12	42	0.6404
6	13	ὥστε	So	13	43	0.5867
6	13	τὰ	the	14	47	0.5316
6	13	πράγματα	of	15	40	0.4961
6	13	καὶ	e	16	52	0.4639
6	13	ὁ	its	17	53	0.4758
6	13	μῦθος	Fable	18	54	0.5213
6	13	τέλος	end	19	60	0.637
6	13	τῆς	the	20	64	0.7323
6	13	τραγῳδίας	tragedy	21	65	0.7188
6	13	τὸ	the	22	67	0.6921
6	13	δὲ	and	23	66	0.6979
6	13	τέλος	end	24	68	0.768
6	13	μέγιστον	chief	25	72	0.6691
6	13	ἁπάντων	everywhere	26	70	0.6675
6	14	ἔτι	Besides	0	0	0.499
6	14	ἄνευ	without	1	6	0.5927
6	14	πράξεως	action	3	7	0.7212
6	14	οὐκ	impossible	4	5	0.5619
6	14	γένοιτο	is	6	4	0.549
6	14	τραγῳδία	tragedy	7	3	0.5516
6	14	ἄνευ	without	8	13	0.5944
6	14	δὲ	but	9	8	0.5937
6	14	ἠθῶν	Character	10	14	0.5459
6	14	γένοιτ	be	11	11	0.6498
6	14	ἄν	may	12	10	0.6078
6	15	αἱ	The	0	0	0.8032
6	15	γὰρ	of	1	2	0.4984
6	15	τῶν	the	2	5	0.7165
6	15	νέων	moderns	3	6	0.7204
6	15	τῶν	of	4	4	0.5706
6	15	πλείστων	most	5	3	0.6786
6	15	ἀήθεις	characterless-a	6	8	0.6616
6	15	τραγῳδίαι	tragedies	7	1	0.6595
6	15	εἰσίν	are	8	7	0.7487
6	15	καὶ	and	9	16	0.612
6	15	ὅλως	all	10	14	0.5172
6	15	ποιηταὶ	poets	11	12	0.6557
6	15	τοιοῦτοι	kinds	13	15	0.4283
6	15	οἷον	as	14	24	0.5118
6	15	καὶ	in	15	20	0.4188
6	15	τῶν	its	16	18	0.4548
6	15	γραφέων	counterpart	17	19	0.5053
6	15	Ζεῦξις	Zeuxis	18	23	0.5575
6	15	πρὸς	with	19	26	0.5091
6	15	Πολύγνωτον	Polygnotus	20	27	0.6608
6	15	πέπονθεν	painting	21	21	0.5291
6	15	ὁ	the	22	30	0.5058
6	15	γὰρ	whereas	24	29	0.6126
6	15	Πολύγνωτος	latter	25	31	0.4653
6	15	ἀγαθὸς	strong	26	33	0.5547
6	15	ἠθογράφος	character	27	35	0.5343
6	15	ἡ	the	28	36	0.6951
6	15	Ζεύξιδος	Zeuxis	30	39	0.714
6	15	γραφὴ	work	31	37	0.7065
6	15	οὐδὲν	devoid	32	41	0.4912
6	15	ἔχει	is	33	40	0.5895
6	15	ἦθος	in	34	34	0.4567
6	16	ἔτι	again	0	1	0.7746
6	16	ἐὰν	may	1	3	0.5494
6	16	τις	one	2	2	0.6327
6	16	ἐφεξῆς	together	3	5	0.4227
6	16	θῇ	string	4	4	0.5699
6	16	ῥήσεις	speeches	5	10	0.6796
6	16	ἠθικὰς	characteristic	6	9	0.51
6	16	καὶ	as	7	15	0.4989
6	16	λέξει	Diction	8	17	0.5892
6	16	καὶ	and	9	18	0.5646
6	16	διανοίᾳ	Thought	10	19	0.6131
6	16	εὖ	true	11	26	0.577
6	16	πεποιημένας	finish	12	14	0.4797
6	16	οὔπω	fail	13	22	0.583
6	16	ποιήσει	produce	14	24	0.6588
6	16	ὃ	the	15	25	0.403
6	16	τραγῳδίας	tragic	18	27	0.54
6	16	ἔργον	effect	19	28	0.49
6	16	ἀλλὰ	but	20	29	0.702
6	16	πολὺ	much	21	33	0.7162
6	16	μᾶλλον	better	22	34	0.6247
6	16	ἡ	a	23	37	0.5641
6	16	καταδεεστέροις	inferior	24	41	0.6279
6	16	τούτοις	these	25	43	0.693
6	16	κεχρημένη	in	26	52	0.4733
6	16	τραγῳδία	tragedy	27	38	0.5941
6	16	ἔχουσα	has	28	45	0.6825
6	16	δὲ	however	29	40	0.455
6	16	μῦθον	a	30	46	0.4916
6	16	καὶ	a	31	48	0.5595
6	16	σύστασιν	combination	32	49	0.6199
6	16	πραγμάτων	incidents	33	51	0.6825
6	17	δὲ	And	1	0	0.7516
6	17	τὰ	the	3	2	0.6785
6	17	μέγιστα	most	4	3	0.6518
6	17	οἷς	of	5	6	0.441
6	17	ψυχαγωγεῖ	attraction	6	7	0.5003
6	17	τραγῳδία	Tragedy	8	9	0.4381
6	17	τοῦ	the	9	17	0.5825
6	17	μύθου	Plot	10	18	0.5387
6	17	μέρη	parts	11	15	0.7524
6	17	ἐστίν	are	12	14	0.6828
6	17	αἵ	the	13	10	0.5823
6	17	περιπέτειαι	Peripeties	15	11	0.6505
6	17	καὶ	and	16	12	0.6919
6	17	ἀναγνωρίσεις	Discoveries	17	13	0.5414
6	18	ἔτι	further	0	1	0.706
6	18	σημεῖον	proof	1	2	0.7772
6	18	ὅτι	that	2	7	0.8141
6	18	οἱ	beginners	4	8	0.5694
6	18	πρότερον	earlier	7	10	0.6916
6	18	δύνανται	succeed	8	9	0.571
6	18	τῇ	the	9	12	0.651
6	18	λέξει	Diction	10	13	0.6197
6	18	καὶ	and	11	14	0.5597
6	18	τοῖς	a	12	21	0.4408
6	18	ἤθεσιν	story	13	22	0.5043
6	18	ἀκριβοῦν	Characters	14	15	0.4048
6	18	ἢ	than	15	16	0.555
6	18	τὰ	the	16	18	0.5224
6	18	πράγματα	of	17	20	0.4603
6	18	συνίστασθαι	construction	18	19	0.5973
6	18	οἷον	same	19	25	0.5539
6	18	καὶ	and	20	23	0.5102
6	18	οἱ	the	21	32	0.6924
6	18	πρῶτοι	early	22	33	0.7116
6	18	ποιηταὶ	dramatists	23	34	0.7242
6	18	σχεδὸν	nearly	24	30	0.5645
6	18	ἅπαντες	all	25	31	0.7229
6	19	ἀρχὴ	first	0	5	0.649
6	19	οὖν	therefore	2	2	0.7557
6	19	καὶ	and	3	9	0.4285
6	19	οἷον	so	4	11	0.5849
6	19	ψυχὴ	soul	5	10	0.5949
6	19	ὁ	the	6	17	0.5882
6	19	μῦθος	Plot	7	18	0.5496
6	19	τραγῳδίας	Tragedy	9	15	0.4962
6	19	δεύτερον	second	10	24	0.7234
6	19	δὲ	and	11	19	0.5522
6	19	τὰ	the	12	21	0.472
6	1	Περὶ	to	0	12	0.4374
6	1	οὖν	now	2	11	0.4008
6	1	τῆς	the	3	13	0.4795
6	1	ἐν	Reserving	4	0	0.421
6	1	ἑξαμέτροις	hexameter	5	1	0.6928
6	1	μιμητικῆς	poetry	6	2	0.6184
6	1	καὶ	and	7	3	0.7115
6	1	περὶ	for	8	5	0.4742
6	1	κωμῳδίας	Comedy	9	4	0.5596
6	1	ὕστερον	hereafter	10	7	0.7284
6	1	ἐροῦμεν	us	11	9	0.6655
6	1	περὶ	of	12	15	0.4589
6	1	τραγῳδίας	Tragedy	14	16	0.6076
6	1	λέγωμεν	proceed	15	10	0.5556
6	1	ἀναλαβόντες	gather	16	23	0.646
6	1	ἐκ	from	18	28	0.6738
6	1	τῶν	what	19	29	0.576
6	1	εἰρημένων	said	20	32	0.683
6	1	τὸν	the	21	25	0.6789
6	1	γινόμενον	resulting	22	27	0.5498
6	1	ὅρον	definition	23	26	0.6738
6	20	παραπλήσιον	parallel	0	2	0.5364
6	20	ἐστιν	compare	2	0	0.4917
6	20	ἐπὶ	in	4	3	0.5474
6	20	τῆς	the	5	1	0.4723
6	20	γραφικῆς	painting	6	4	0.6956
6	20	εἰ	where	7	5	0.5221
6	20	τις	one	9	17	0.4613
6	20	ἐναλείψειε	laid	10	10	0.5743
6	20	τοῖς	the	11	6	0.5723
6	20	καλλίστοις	beautiful	12	8	0.6441
6	20	φαρμάκοις	colours	13	9	0.5355
6	20	χύδην	pleasure	14	20	0.5612
6	20	οὐκ	not	15	15	0.7468
6	20	ἂν	will	16	14	0.7029
6	20	ὁμοίως	same	17	19	0.5962
6	20	εὐφράνειεν	give	18	16	0.6544
6	20	καὶ	as	19	21	0.43
6	20	λευκογραφήσας	black-and-white	20	24	0.5424
6	20	εἰκόνα	sketch	21	25	0.4488
6	21	ἔστιν	is	0	4	0.6318
6	21	μίμησις	imitation	2	7	0.6971
6	21	πράξεως	action	3	9	0.7873
6	21	καὶ	and	4	10	0.6781
6	21	διὰ	for	5	15	0.6112
6	21	ταύτην	the	6	19	0.5447
6	21	μάλιστα	mainly	7	14	0.6722
6	21	τῶν	the	8	24	0.5892
6	21	πραττόντων	action	9	20	0.5389
6	22	τρίτον	Third	0	0	0.8713
6	22	δὲ	comes	1	1	0.415
6	22	ἡ	the	2	2	0.6485
6	22	διάνοια	Thought	3	5	0.6744
6	22	τοῦτο	This	4	23	0.505
6	22	δέ	e	5	7	0.4609
6	22	ἐστιν	is	6	24	0.5756
6	22	τὸ	of	7	10	0.619
6	22	λέγειν	saying	8	11	0.7938
6	22	δύνασθαι	power	9	9	0.588
6	22	τὰ	whatever	10	12	0.5744
6	22	ἐνόντα	said	11	15	0.5309
6	22	καὶ	or	12	16	0.6373
6	22	τὰ	what	13	17	0.5517
6	22	ἁρμόττοντα	appropriate	14	19	0.6192
6	22	ὅπερ	what	15	25	0.6759
6	22	ἐπὶ	in	16	26	0.6575
6	22	τῶν	the	17	27	0.6985
6	22	λόγων	speeches	18	28	0.697
6	22	τῆς	of	19	35	0.5651
6	22	πολιτικῆς	Politics	20	36	0.7401
6	22	καὶ	and	21	37	0.8002
6	22	ῥητορικῆς	Rhetoric	22	38	0.7716
6	22	ἔργον	arts	23	34	0.4877
6	22	ἐστίν	is	24	18	0.5482
6	23	οἱ	the	0	1	0.7182
6	23	μὲν	poets	1	3	0.413
6	23	γὰρ	for	2	0	0.7151
6	23	ἀρχαῖοι	older	3	2	0.5918
6	23	πολιτικῶς	statesmen	4	9	0.4921
6	23	ἐποίουν	make	5	4	0.7086
6	23	λέγοντας	discourse	6	7	0.574
6	23	οἱ	the	7	11	0.6244
6	23	δὲ	and	8	10	0.7247
6	23	νῦν	moderns	9	12	0.5617
6	23	ῥητορικῶς	rhetoricians	10	14	0.7425
6	24	ἔστιν	is	0	11	0.4785
6	24	δὲ	not	1	2	0.4581
6	24	ἦθος	confuse	2	3	0.4076
6	24	ὃ	which	6	13	0.5898
6	24	δηλοῖ	reveals	7	14	0.6946
6	24	τὴν	the	8	15	0.528
6	24	προαίρεσιν	agents	9	20	0.479
6	24	ὁποῖά	sort	10	24	0.5387
6	24	τις	One	11	0	0.4453
6	24	ἐν	i	12	21	0.4377
6	24	ἔστι	is	15	33	0.6218
6	24	δῆλον	obvioushence	16	35	0.509
6	24	προαιρεῖται	seek	18	28	0.6226
6	24	ἢ	or	19	29	0.7441
6	24	φεύγει	avoid	20	30	0.7206
6	24	οὐκ	not	22	34	0.6503
6	24	ἔχουσιν	there	23	36	0.4911
6	24	ἦθος	moral	24	16	0.4288
6	24	τῶν	the	25	19	0.4296
6	24	λόγων	in	26	42	0.509
6	24	ἐν	where	27	31	0.5778
6	24	οἷς	that	28	32	0.4223
6	24	μηδ	no	29	38	0.6687
6	24	ὅλως	purely	30	47	0.5408
6	24	ἔστιν	is	31	37	0.6972
6	24	ὅ	room	32	39	0.4794
6	24	τι	thing	33	26	0.4985
6	24	προαιρεῖται	they	34	27	0.4799
6	24	φεύγει	indifferent	36	48	0.5351
6	24	ὁ	a	37	43	0.5375
6	24	λέγων	speech	38	44	0.5797
6	25	διάνοια	Thought	0	0	0.6919
6	25	δὲ	the	1	2	0.5449
6	25	ἐν	in	2	7	0.4679
6	25	οἷς	all	3	8	0.4589
6	25	ἀποδεικνύουσί	shown	4	6	0.543
6	25	τι	some	5	15	0.6112
6	25	ὡς	when	6	11	0.4082
6	25	ἢ	or	8	13	0.6055
6	25	οὐκ	disproving	10	14	0.4588
6	25	ἢ	or	12	18	0.5654
6	25	καθόλου	universal	13	21	0.6099
6	25	τι	some	14	20	0.6287
6	25	ἀποφαίνονται	enunciating	15	19	0.6222
6	26	τέταρτον	Fourth	0	0	0.8338
6	26	τῶν	the	2	2	0.7385
6	26	ἐν	among	3	1	0.5073
6	26	λόγῳ	literary	4	3	0.6546
6	26	ἡ	the	5	6	0.6438
6	26	λέξις	Diction	6	7	0.6464
6	26	λέγω	i	7	11	0.4587
6	26	δέ	e	8	12	0.5361
6	26	ὥσπερ	as	9	13	0.7091
6	26	πρότερον	before	10	14	0.7267
6	26	εἴρηται	explained	11	15	0.7034
6	26	λέξιν	words	12	22	0.4504
6	26	εἶναι	is	13	5	0.5622
6	26	τὴν	the	14	16	0.5995
6	26	διὰ	in	15	21	0.4083
6	26	τῆς	the	16	9	0.4623
6	26	ὀνομασίας	thoughts	17	20	0.4171
6	26	ἑρμηνείαν	expression	18	17	0.594
6	26	ὃ	which	19	23	0.6486
6	26	ἐπὶ	with	21	29	0.4943
6	26	ἐμμέτρων	verse	23	30	0.5789
6	26	καὶ	as	24	31	0.6049
6	26	ἐπὶ	with	25	32	0.5421
6	26	λόγων	prose	27	33	0.5723
6	26	ἔχει	is	28	24	0.613
6	26	τὴν	the	29	26	0.4709
6	26	αὐτὴν	same	30	27	0.651
6	27	τῶν	the	0	2	0.7254
6	27	δὲ	As	1	0	0.461
6	27	λοιπῶν	remaining	2	4	0.811
6	27	πέντε	two	3	3	0.6731
6	27	ἡ	the	4	6	0.592
6	27	μελοποιία	Melody	5	7	0.5641
6	27	μέγιστον	greatest	6	10	0.7344
6	27	τῶν	the	7	12	0.6195
6	27	ἡδυσμάτων	Tragedy	8	16	0.5478
6	28	ἡ	The	0	0	0.6642
6	28	δὲ	though	1	2	0.4829
6	28	ὄψις	attraction	2	4	0.5938
6	28	ψυχαγωγικὸν	artistic	3	8	0.7035
6	28	μέν	least	4	7	0.545
6	28	ἀτεχνότατον	the	5	6	0.6543
6	28	δὲ	and	6	13	0.6428
6	28	ἥκιστα	least	8	15	0.6453
6	28	οἰκεῖον	has	9	14	0.5582
6	28	τῆς	of	10	21	0.6635
6	28	ποιητικῆς	poetry	11	22	0.7485
6	28	ἡ	The	12	23	0.6242
6	28	τῆς	the	14	19	0.5068
6	28	τραγῳδίας	tragic	15	24	0.5115
6	28	δύναμις	possible	16	28	0.552
6	28	ἄνευ	without	18	29	0.6142
6	28	ἀγῶνος	performance	19	32	0.5935
6	28	καὶ	and	20	33	0.732
6	28	ὑποκριτῶν	actors	21	34	0.7095
6	28	ἔστιν	is	22	26	0.6572
6	28	ἔτι	quite	23	27	0.4775
6	28	δὲ	and	24	35	0.6239
6	28	κυριωτέρα	more	25	43	0.5995
6	28	περὶ	besides	26	36	0.5676
6	28	τὴν	the	27	37	0.6643
6	28	ἀπεργασίαν	getting-up	28	38	0.6749
6	28	τῶν	the	29	40	0.4408
6	28	τοῦ	the	32	47	0.6187
6	28	σκευοποιοῦ	costumier	33	48	0.6236
6	28	τέχνη	matter	34	45	0.5432
6	28	τῆς	for	35	46	0.4775
6	28	τῶν	the	36	50	0.6794
6	28	ποιητῶν	poet	37	51	0.6893
6	28	ἐστιν	is	38	42	0.6458
6	2	ἔστιν	is	0	3	0.7765
6	2	οὖν	then	1	2	0.7668
6	2	τραγῳδία	tragedy	2	1	0.8085
6	2	μίμησις	imitation	3	5	0.8062
6	2	πράξεως	action	4	8	0.8
6	2	σπουδαίας	serious	5	11	0.699
6	2	καὶ	and	6	12	0.6988
6	2	τελείας	complete	7	17	0.5937
6	2	μέγεθος	magnitude	8	16	0.6732
6	2	ἐχούσης	having	9	15	0.7006
6	2	ἡδυσμένῳ	dramatic	10	22	0.5907
6	2	λόγῳ	form	11	27	0.5399
6	2	ἑκάστῳ	itself	13	19	0.4438
6	2	ἐν	in	16	24	0.4486
6	2	δρώντων	narrative	19	26	0.4494
6	2	οὐ	not	21	23	0.6609
6	2	δι	with	22	28	0.4982
6	2	ἀπαγγελίας	incidents	23	29	0.5498
6	2	ἐλέου	pity	25	31	0.6768
6	2	καὶ	and	26	32	0.7439
6	2	φόβου	fear	27	33	0.7707
6	2	περαίνουσα	arousing	28	30	0.5733
6	2	τὴν	its	29	37	0.6226
6	2	τῶν	of	30	39	0.6226
6	2	τοιούτων	such	31	40	0.8
6	2	παθημάτων	emotions	32	41	0.7801
6	2	κάθαρσιν	catharsis	33	38	0.7132
6	3	λέγω	by	0	1	0.5475
6	3	δὲ	Here	1	0	0.4819
6	3	ἡδυσμένον	pleasurable	2	4	0.5548
6	3	λόγον	language	4	2	0.6285
6	3	τὸν	that	5	8	0.4423
6	3	ἔχοντα	with	6	9	0.4688
6	3	ῥυθμὸν	rhythm	7	10	0.6168
6	3	καὶ	and	8	11	0.7402
6	3	ἁρμονίαν	harmony	9	12	0.7186
6	3	καὶ	or	10	13	0.6609
6	3	μέλος	song	11	14	0.6728
6	4	δὲ	and	1	0	0.6595
6	4	χωρὶς	separately	2	4	0.6117
6	4	τοῖς	the	3	2	0.4753
6	4	εἴδεσι	kinds	4	3	0.4515
6	4	τὸ	that	5	7	0.401
6	4	διὰ	with	6	13	0.5349
6	4	μέτρων	verse	7	14	0.623
6	4	ἔνια	portions	8	9	0.469
6	4	μόνον	only	9	15	0.781
6	4	περαίνεσθαι	out	10	12	0.62
6	4	καὶ	and	11	16	0.8113
6	4	πάλιν	turn	12	19	0.5043
6	4	ἕτερα	others	13	17	0.663
6	4	διὰ	with	14	20	0.6738
6	4	μέλους	song	15	21	0.6947
6	5	ἐπεὶ	As	0	1	0.6111
6	5	πράττοντες	they	2	2	0.6201
6	5	ποιοῦνται	act	3	3	0.684
6	5	τὴν	the	4	4	0.5971
6	5	μίμησιν	stories	5	5	0.5917
6	5	πρῶτον	first	6	11	0.768
6	5	μὲν	place	7	12	0.493
6	5	ἂν	must	10	20	0.6879
6	5	εἴη	be	11	21	0.7704
6	5	τι	some	12	22	0.7066
6	5	μόριον	part	13	23	0.5715
6	5	τραγῳδίας	actors	14	19	0.5075
6	5	ὁ	the	15	13	0.5731
6	5	τῆς	the	16	18	0.492
6	5	ὄψεως	whole	17	26	0.4073
6	5	κόσμος	Spectacle	18	14	0.4691
6	5	εἶτα	second	19	30	0.5078
6	5	μελοποιία	Melody	20	31	0.6271
6	5	καὶ	and	21	32	0.7147
6	5	λέξις	Diction	22	33	0.7284
6	5	ἐν	in	23	28	0.4102
6	5	τούτοις	these	24	34	0.6816
6	5	γὰρ	two	25	35	0.4993
6	5	ποιοῦνται	means	26	38	0.5698
6	5	τὴν	their	27	40	0.6599
6	5	μίμησιν	imitation	28	41	0.7384
6	6	λέγω	mean	0	4	0.5718
6	6	δὲ	Here	1	0	0.4807
6	6	λέξιν	Diction	2	2	0.5146
6	6	μὲν	merely	3	5	0.5267
6	6	ταύτην	this	4	6	0.6843
6	6	τὴν	the	5	7	0.7075
6	6	τῶν	the	6	10	0.7276
6	6	μέτρων	of	7	9	0.6383
6	6	σύνθεσιν	composition	8	8	0.7049
6	6	μελοποιίαν	Melody	9	14	0.4994
6	6	δὲ	and	10	12	0.5931
6	6	ἣ	what	11	15	0.633
6	6	φανερὰν	understood	14	19	0.5732
6	6	ἔχει	is	15	16	0.5849
6	6	πᾶσαν	completely	16	18	0.5543
6	7	ἐπεὶ	further	0	1	0.5036
6	7	δὲ	But	1	0	0.7897
6	7	πράξεώς	action	2	8	0.6839
6	7	ἐστι	is	3	6	0.7692
6	7	μίμησις	represented	4	4	0.5111
6	7	πράττεται	action	5	11	0.6061
6	7	δὲ	and	6	9	0.6509
6	7	ὑπὸ	involves	7	12	0.4191
6	7	πραττόντων	agents	9	13	0.5549
6	7	οὓς	who	10	14	0.6855
6	7	ἀνάγκη	must	11	15	0.6209
6	7	ποιούς	their	12	18	0.4559
6	7	τινας	distinctive	13	19	0.491
6	7	εἶναι	have	14	17	0.5653
6	7	κατά	of	15	22	0.6065
6	7	τε	both	16	21	0.7418
6	7	ἦθος	character	18	23	0.7557
6	7	καὶ	and	19	24	0.7936
6	7	τὴν	the	20	10	0.4208
6	7	διάνοιαν	thought	21	25	0.7706
6	7	διὰ	from	22	29	0.6841
6	7	γὰρ	since	23	26	0.7013
6	7	τούτων	these	24	30	0.8453
6	7	καὶ	that	25	31	0.5123
6	7	τὰς	to	26	36	0.5301
6	7	πράξεις	actions	27	38	0.7547
6	7	εἶναί	are	28	40	0.6231
6	7	φαμεν	ascribe	29	33	0.5964
6	7	ποιάς	therefore	30	47	0.4656
6	7	τινας	certain	31	34	0.6508
6	7	πέφυκεν	in	32	41	0.5355
6	7	αἴτια	causes	33	49	0.6098
6	7	δύο	two	34	48	0.7402
6	7	τῶν	their	35	37	0.7138
6	7	πράξεων	actions	36	55	0.6836
6	7	εἶναι	is	37	28	0.4844
6	7	διάνοιαν	Character	38	50	0.6256
6	7	καὶ	and	39	51	0.7235
6	7	ἦθος	Thought	40	52	0.6546
6	7	καὶ	of	41	53	0.4167
6	7	κατὰ	consequently	42	57	0.4622
6	7	ταύτας	their	43	54	0.557
6	7	καὶ	and	44	56	0.6486
6	7	τυγχάνουσι	success	45	60	0.6416
6	7	καὶ	or	46	61	0.6361
6	7	ἀποτυγχάνουσι	failure	47	62	0.6138
6	7	πάντες	their	48	64	0.5453
6	8	ἔστιν	is	0	26	0.5326
6	8	δὲ	Now	1	0	0.6639
6	8	τῆς	the	2	1	0.5593
6	8	πράξεως	done	4	6	0.6415
6	8	ὁ	the	5	10	0.4615
6	8	μῦθος	play	6	11	0.4936
6	8	ἡ	The	7	17	0.4534
6	8	μίμησις	represented	8	8	0.4408
6	8	λέγω	term	9	25	0.4935
6	8	γὰρ	simply	10	27	0.4267
6	8	μύθον	sense	11	22	0.4762
6	8	τοῦτον	this	12	28	0.644
6	8	τὴν	the	13	29	0.6876
6	8	σύνθεσιν	combination	14	30	0.6818
6	8	τῶν	the	15	32	0.6557
6	8	πραγμάτων	incidents	16	33	0.5914
6	8	τὰ	the	17	24	0.4284
6	8	δὲ	or	18	34	0.4527
6	8	ἤθη	story	19	39	0.4313
6	8	καθ	whereas	20	40	0.4537
6	8	ὃ	what	21	43	0.5468
6	8	ποιούς	done	22	36	0.4802
6	8	τινας	certain	23	47	0.5485
6	8	εἶναί	is	24	42	0.5936
6	8	φαμεν	ascribe	25	46	0.5874
6	8	τοὺς	the	26	51	0.654
6	8	πράττοντας	agents	27	52	0.6125
